id результата;Команда;Баллы;Сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Контрольная работа 3
650;АЛГЕБРА Л-05;93.0;1;0.73;16.0;20.0;1.0;7.0;20.0;0.75;6.0;20.0
651;АЛГЕБРА Л-09;50.0;0;0.55;9.0;10.0;0.4;0.0;10.0;0.75;0.0;5.0
652;АЛГЕБРА Л-09;67.0;1;0.64;26.0;20.0;0.8;11.0;0.0;0.88;0.0;10.0
653;АЛГЕБРА Л-06;102.0;1;0.91;31.0;20.0;1.0;7.0;9.0;1.0;0.0;20.0
654;АЛГЕБРА Л-07;100.0;1;1.0;46.0;20.0;1.0;15.0;20.0;1.0;9.0;20.0
655;АЛГЕБРА Л-02;61.0;1;0.91;10.0;14.0;1.0;1.0;15.0;0.88;0.0;10.0
656;АЛГЕБРА Л-04;26.0;0;0.64;21.0;14.0;0.4;0.0;12.0;0.75;0.0;0.0
657;АЛГЕБРА Л-04;68.0;1;0.73;3.0;0.0;0.6;0.0;17.0;1.0;4.0;14.0
658;АЛГЕБРА Л-08;76.0;1;0.45;30.0;20.0;1.0;0.0;16.5;1.0;10.5;11.0
659;АЛГЕБРА Л-08;97.0;1;0.91;18.0;20.0;0.6;5.0;12.0;1.0;0.0;20.0
660;АЛГЕБРА Л-08;76.0;1;0.73;40.0;18.5;1.0;0.0;12.0;0.88;0.0;10.0
661;АЛГЕБРА Л-08;76.0;1;0.45;35.5;14.5;1.0;0.5;15.0;0.75;9.5;14.0
662;АЛГЕБРА Л-06;79.0;1;0.91;34.5;20.0;1.0;3.0;20.0;1.0;0.0;14.0
663;АЛГЕБРА Л-06;91.0;1;1.0;17.0;20.0;1.0;0.0;20.0;1.0;0.0;20.0
664;АЛГЕБРА Л-06;78.85;1;1.0;37.85;20.0;1.0;6.0;20.0;1.0;0.0;19.0
665;АЛГЕБРА Л-07;61.0;1;1.0;11.0;3.0;1.0;2.0;6.0;1.0;9.0;12.0
666;АЛГЕБРА Л-02;20.0;0;0.64;18.0;14.0;1.0;0.0;6.0;0.0;0.0;0.0
667;АЛГЕБРА Л-02;69.0;1;0.82;4.0;12.0;1.0;5.0;7.0;0.62;5.0;20.0
668;АЛГЕБРА Л-04;70.0;1;1.0;16.85;7.5;1.0;8.65;6.5;1.0;16.5;2.0
669;АЛГЕБРА Л-05;61.0;1;0.64;29.0;14.0;0.6;5.0;20.0;0.62;0.0;12.0
670;АЛГЕБРА Л-04;92.0;1;1.0;16.0;20.0;1.0;8.0;20.0;1.0;0.0;20.0
671;АЛГЕБРА Л-08;26.0;0;0.91;17.0;2.0;1.0;8.0;4.0;1.0;0.0;0.0
672;АЛГЕБРА Л-03;91.0;1;1.0;19.0;12.0;1.0;8.0;15.0;1.0;15.5;9.0
673;АЛГЕБРА Л-05;3.0;0;0.45;24.5;3.0;0.4;0.0;0.0;0.12;0.0;0.0
674;АЛГЕБРА Л-08;91.0;1;1.0;0.0;17.5;1.0;0.0;17.0;1.0;0.0;17.5
675;АЛГЕБРА Л-02;0.0;0;0.18;39.0;0.0;0.2;0.0;0.0;0.75;0.0;0.0
676;АЛГЕБРА Л-08;64.75;1;0.36;0.5;15.75;1.0;0.0;17.0;1.0;8.0;11.0
677;АЛГЕБРА Л-01;100.0;1;0.27;59.25;12.0;1.0;0.0;14.25;1.0;4.5;11.5
678;АЛГЕБРА Л-02;61.0;1;0.82;11.0;3.0;0.2;0.0;0.0;0.25;0.0;6.0
679;АЛГЕБРА Л-04;85.0;1;0.91;56.0;19.0;1.0;5.0;1.0;1.0;8.0;20.0
680;АЛГЕБРА Л-08;15.0;0;0.82;28.0;2.0;1.0;8.0;0.0;1.0;0.0;0.0
681;АЛГЕБРА Л-04;92.0;1;1.0;7.85;11.0;1.0;7.0;11.0;1.0;20.15;12.0
682;АЛГЕБРА Л-04;65.0;1;0.82;29.25;6.0;1.0;4.1;9.5;1.0;11.15;7.0
683;АЛГЕБРА Л-03;91.0;1;0.45;33.0;20.0;1.0;4.0;20.0;0.75;9.0;20.0
684;АЛГЕБРА Л-09;13.6;0;0.45;14.0;0.0;0.6;0.0;0.0;0.25;0.5;0.1
685;АЛГЕБРА Л-02;91.0;1;1.0;15.0;9.0;1.0;7.5;16.0;1.0;11.5;13.0
686;АЛГЕБРА Л-07;11.0;0;0.82;33.0;2.0;0.4;2.0;0.0;0.38;3.0;0.0
687;АЛГЕБРА Л-09;1.0;0;0.55;0.0;1.0;0.6;0.0;0.0;0.12;0.0;0.0
688;АЛГЕБРА Л-01;61.9;1;0.09;0.7;5.0;0.0;7.2;9.0;0.12;4.0;9.0
689;АЛГЕБРА Л-08;61.0;1;1.0;27.0;9.5;0.8;0.0;7.5;1.0;0.0;6.5
690;АЛГЕБРА Л-08;67.0;1;0.55;41.5;1.0;0.8;0.0;20.0;0.5;12.0;5.0
691;АЛГЕБРА Л-02;26.0;0;0.82;26.0;6.0;1.0;0.5;0.0;0.25;1.0;5.0
692;АЛГЕБРА Л-08;78.0;1;1.0;14.5;1.0;1.0;3.0;20.0;1.0;12.0;10.0
693;АЛГЕБРА Л-06;97.0;1;0.82;41.0;20.0;1.0;15.0;20.0;1.0;4.0;20.0
694;АЛГЕБРА Л-02;19.0;0;0.82;7.0;0.0;0.8;8.0;0.0;1.0;0.0;6.0
695;АЛГЕБРА Л-08;37.5;0;0.55;5.0;12.0;1.0;1.0;3.0;1.0;8.0;3.5
696;АЛГЕБРА Л-02;33.0;0;1.0;10.0;2.5;1.0;0.5;6.0;0.62;9.0;5.0
697;АЛГЕБРА Л-01;100.0;1;0.64;19.0;10.0;1.0;0.0;4.0;1.0;17.0;20.0
698;АЛГЕБРА Л-01;68.0;1;0.64;47.2;2.0;0.6;4.0;6.0;0.88;7.8;15.0
699;АЛГЕБРА Л-09;61.5;1;1.0;26.0;14.0;1.0;0.0;10.0;1.0;0.0;16.0
700;АЛГЕБРА Л-08;78.0;1;1.0;21.5;13.0;1.0;9.0;8.0;1.0;0.0;20.0
701;АЛГЕБРА Л-08;77.5;1;0.55;28.0;18.0;1.0;0.0;11.0;1.0;0.0;14.5
702;АЛГЕБРА Л-05;93.0;1;0.82;34.0;20.0;0.8;10.0;15.0;1.0;0.0;20.0
703;АЛГЕБРА Л-08;84.0;1;0.91;30.0;1.0;1.0;3.0;20.0;1.0;12.0;10.0
704;АЛГЕБРА Л-02;61.0;1;0.82;40.0;1.0;0.8;4.0;3.0;1.0;8.0;20.0
705;АЛГЕБРА Л-06;76.0;1;1.0;35.0;20.0;1.0;12.0;20.0;0.88;0.0;2.0
706;АЛГЕБРА Л-04;76.0;1;0.82;12.0;1.0;1.0;5.0;3.0;1.0;8.0;20.0
707;АЛГЕБРА Л-02;93.0;1;1.0;35.0;20.0;1.0;9.0;15.0;1.0;2.0;20.0
708;АЛГЕБРА Л-08;91.0;1;0.45;27.0;17.75;1.0;0.5;19.5;1.0;15.0;19.25
709;АЛГЕБРА Л-03;76.0;1;0.55;23.0;20.0;1.0;10.0;20.0;0.62;1.0;10.0
710;АЛГЕБРА Л-02;93.0;1;1.0;11.0;19.0;1.0;0.0;20.0;0.88;1.0;20.0
711;АЛГЕБРА Л-05;65.0;1;1.0;36.0;17.0;1.0;0.0;8.0;0.62;5.0;10.0
712;АЛГЕБРА Л-01;15.85;0;0.45;25.6;7.0;1.0;1.25;2.0;0.38;2.0;0.0
713;АЛГЕБРА Л-08;74.0;1;0.82;3.0;1.0;0.8;1.0;20.0;1.0;8.0;10.0
714;АЛГЕБРА Л-09;4.0;0;0.18;31.0;0.0;0.6;0.0;4.0;0.25;0.0;0.0
715;АЛГЕБРА Л-05;76.0;1;0.73;0.0;17.0;1.0;0.0;15.0;1.0;5.0;10.0
716;АЛГЕБРА Л-01;66.5;1;0.55;36.8;5.0;0.8;2.7;5.0;0.75;2.0;15.0
717;АЛГЕБРА Л-09;91.0;1;0.64;29.0;20.0;1.0;1.0;16.5;1.0;18.0;18.5
718;АЛГЕБРА Л-04;91.0;1;0.64;21.0;6.0;1.0;14.0;0.0;1.0;8.0;20.0
719;АЛГЕБРА Л-08;27.0;0;0.82;39.0;10.0;0.8;0.0;4.5;0.88;0.0;8.0
720;АЛГЕБРА Л-09;86.0;1;0.91;5.5;15.0;1.0;2.0;20.0;1.0;0.0;10.0
721;АЛГЕБРА Л-05;81.0;1;1.0;41.0;20.0;1.0;4.0;20.0;0.75;6.0;20.0
722;АЛГЕБРА Л-05;91.0;1;0.91;14.0;20.0;1.0;15.0;20.0;0.75;0.0;18.0
723;АЛГЕБРА Л-04;66.0;1;0.64;12.0;16.0;0.4;0.0;19.0;0.62;0.0;13.0
724;АЛГЕБРА Л-07;0.0;0;0.36;18.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
725;АЛГЕБРА Л-04;29.0;0;0.36;1.25;2.0;0.8;1.5;5.5;0.38;0.75;3.0
726;АЛГЕБРА Л-08;3.0;0;0.09;15.0;0.0;0.6;0.0;1.0;0.75;0.0;2.0
727;АЛГЕБРА Л-03;81.0;1;0.55;6.0;20.0;0.4;2.0;20.0;0.75;6.0;20.0
728;АЛГЕБРА Л-09;91.0;1;0.64;7.0;19.0;1.0;1.5;12.5;1.0;21.25;18.25
729;АЛГЕБРА Л-06;73.0;1;0.82;25.5;20.0;1.0;11.0;20.0;0.88;0.0;15.0
730;АЛГЕБРА Л-09;33.1;0;0.73;6.0;3.1;0.6;0.0;4.0;1.0;8.0;0.0
731;АЛГЕБРА Л-05;76.0;1;0.82;12.0;16.0;1.0;6.0;4.0;1.0;0.0;20.0
732;АЛГЕБРА Л-08;8.0;0;0.91;30.0;0.0;0.8;8.0;0.0;0.88;0.0;0.0
733;АЛГЕБРА Л-02;85.0;1;0.82;1.0;19.0;0.8;1.0;20.0;0.62;3.0;20.0
734;АЛГЕБРА Л-02;82.0;1;1.0;26.5;5.0;1.0;6.0;13.0;1.0;9.0;7.0
735;АЛГЕБРА Л-02;104.5;1;1.0;41.5;7.5;1.0;12.0;12.0;1.0;24.0;12.0
736;АЛГЕБРА Л-07;78.0;1;0.91;34.0;1.0;1.0;0.0;20.0;1.0;14.0;10.0
737;АЛГЕБРА Л-06;91.0;1;0.64;34.0;11.0;0.6;5.0;10.0;1.0;2.0;20.0
738;АЛГЕБРА Л-04;23.5;0;0.55;40.0;3.0;0.6;0.0;13.5;0.38;0.0;7.0
739;АЛГЕБРА Л-05;91.0;1;0.73;0.0;20.0;0.6;3.0;14.0;1.0;0.0;20.0
740;АЛГЕБРА Л-02;0.0;0;0.27;34.0;0.0;0.2;0.0;0.0;0.06;0.0;0.0
741;АЛГЕБРА Л-04;16.0;0;0.27;0.0;7.0;0.2;0.0;8.0;0.25;0.0;1.0
742;АЛГЕБРА Л-06;91.0;1;1.0;7.0;20.0;1.0;0.0;20.0;1.0;0.0;20.0
743;АЛГЕБРА Л-01;63.9;1;0.55;25.7;7.0;0.0;4.2;10.0;0.12;5.0;6.0
744;АЛГЕБРА Л-04;41.0;0;0.73;30.0;11.0;0.4;0.0;6.0;0.38;0.0;14.0
745;АЛГЕБРА Л-02;61.0;1;0.82;10.0;8.0;1.0;8.0;0.0;0.88;0.0;20.0
746;АЛГЕБРА Л-04;76.0;1;0.36;25.7;9.0;0.0;9.3;7.0;0.62;2.0;19.0
747;АЛГЕБРА Л-04;65.0;1;0.73;33.0;1.0;0.8;4.0;1.0;0.62;5.0;20.0
748;АЛГЕБРА Л-03;29.0;0;0.82;30.0;16.0;0.6;0.0;6.0;0.62;0.0;7.0
749;АЛГЕБРА Л-04;61.0;1;1.0;0.0;16.0;1.0;0.0;18.0;1.0;0.0;14.0
750;АЛГЕБРА Л-09;92.0;1;1.0;14.0;20.0;1.0;1.0;20.0;1.0;0.0;15.0
751;АЛГЕБРА Л-09;62.0;1;0.91;35.0;11.0;1.0;0.0;20.0;1.0;0.0;10.0
752;АЛГЕБРА Л-03;34.0;0;0.82;24.0;4.0;0.8;1.0;1.5;0.75;5.0;2.0
753;АЛГЕБРА Л-02;78.0;1;1.0;17.5;20.0;1.0;8.0;10.0;1.0;0.0;15.0
754;АЛГЕБРА Л-01;54.4;0;0.36;26.7;6.0;0.0;4.4;9.0;0.12;0.3;7.0
755;АЛГЕБРА Л-02;83.0;1;1.0;26.0;17.0;1.0;0.0;20.0;0.88;1.0;20.0
756;АЛГЕБРА Л-02;68.0;1;0.91;26.0;17.0;1.0;2.0;20.0;0.75;0.0;13.0
757;АЛГЕБРА Л-05;85.0;1;0.82;16.0;20.0;1.0;0.0;11.0;1.0;9.0;9.0
758;АЛГЕБРА Л-03;91.0;1;0.82;43.0;12.0;1.0;8.5;17.0;1.0;10.4;11.0
759;АЛГЕБРА Л-06;61.0;1;0.55;26.1;19.0;0.6;0.0;15.0;0.25;0.0;4.0
760;АЛГЕБРА Л-06;76.0;1;0.73;27.95;8.5;0.8;3.95;5.75;1.0;11.75;4.0
761;АЛГЕБРА Л-02;38.5;0;0.45;35.1;0.0;0.8;1.0;7.0;0.75;4.5;5.0
762;АЛГЕБРА Л-02;88.0;1;0.82;25.0;19.0;1.0;5.0;11.0;1.0;8.0;20.0
763;АЛГЕБРА Л-08;91.0;1;0.91;25.0;1.0;1.0;5.0;20.0;1.0;16.0;10.0
764;АЛГЕБРА Л-05;97.0;1;0.73;35.0;20.0;1.0;8.0;15.0;1.0;0.0;20.0
765;АЛГЕБРА Л-01;91.8;1;0.64;41.4;10.0;1.0;4.6;7.0;0.75;8.8;18.0
766;АЛГЕБРА Л-07;76.0;1;1.0;38.0;1.0;1.0;2.0;20.0;1.0;11.0;10.0
767;АЛГЕБРА Л-04;49.0;0;0.45;31.25;9.0;0.4;2.15;6.0;0.62;3.6;5.0
768;АЛГЕБРА Л-03;81.0;1;1.0;29.5;4.0;0.8;9.0;8.0;1.0;14.75;11.0
769;АЛГЕБРА Л-08;25.5;0;0.64;26.75;11.0;0.2;0.0;6.5;0.62;0.0;2.0
770;АЛГЕБРА Л-03;65.0;1;1.0;6.0;16.0;0.8;0.0;19.0;1.0;0.0;20.0
771;АЛГЕБРА Л-02;49.0;0;0.91;15.0;6.5;0.8;2.5;15.0;1.0;3.0;10.0
772;АЛГЕБРА Л-01;67.7;1;0.27;9.0;8.0;0.8;4.2;6.5;0.25;0.0;15.0
773;АЛГЕБРА Л-03;76.0;1;0.91;40.0;9.0;1.0;6.0;14.0;0.75;6.0;11.0
774;АЛГЕБРА Л-02;64.0;1;1.0;26.0;19.0;1.0;5.0;0.0;0.62;5.0;20.0
775;АЛГЕБРА Л-06;91.0;1;1.0;18.0;20.0;0.6;0.0;19.0;0.75;0.0;20.0
776;АЛГЕБРА Л-09;73.0;1;0.73;28.0;6.0;0.6;0.0;10.0;0.88;15.0;11.0
777;АЛГЕБРА Л-07;47.0;0;0.82;33.5;5.0;1.0;1.0;15.0;1.0;2.0;5.0
778;АЛГЕБРА Л-04;101.0;1;1.0;23.5;20.0;1.0;4.0;0.0;1.0;7.0;20.0
779;АЛГЕБРА Л-02;23.0;0;1.0;41.5;1.0;1.0;1.0;2.0;0.88;5.0;1.0
780;АЛГЕБРА Л-03;79.0;1;0.82;15.5;8.0;1.0;5.0;14.0;1.0;8.0;20.0
781;АЛГЕБРА Л-04;3.0;0;0.18;20.0;0.0;0.2;1.0;1.0;0.12;1.0;0.0
782;АЛГЕБРА Л-03;61.0;1;0.82;4.0;4.0;0.6;3.0;0.0;0.62;5.0;20.0
783;АЛГЕБРА Л-09;56.0;0;1.0;25.0;4.0;1.0;0.0;20.0;0.75;0.0;10.0
784;АЛГЕБРА Л-02;76.0;1;0.91;26.0;14.0;1.0;5.0;9.0;1.0;8.0;20.0
785;АЛГЕБРА Л-07;65.0;1;1.0;20.0;0.0;0.6;3.0;11.0;1.0;8.0;15.0
786;АЛГЕБРА Л-04;51.5;0;0.91;24.0;17.0;1.0;0.0;12.0;0.75;0.0;12.5
787;АЛГЕБРА Л-09;67.5;1;0.55;17.0;5.5;0.6;0.0;12.0;1.0;18.5;15.0
788;АЛГЕБРА Л-01;69.7;1;0.36;12.8;2.0;1.0;5.1;5.0;1.0;4.3;12.0
789;АЛГЕБРА Л-06;62.0;1;0.91;46.25;4.0;1.0;3.4;2.0;0.88;9.35;2.0
790;АЛГЕБРА Л-02;70.0;1;0.91;33.0;13.0;1.0;0.0;20.0;0.75;0.0;19.0
791;АЛГЕБРА Л-03;49.0;0;0.73;18.0;12.0;0.8;0.0;19.0;0.75;1.0;12.0
792;АЛГЕБРА Л-07;62.0;1;1.0;5.0;19.0;1.0;0.0;18.0;1.0;2.0;16.0
793;АЛГЕБРА Л-03;79.0;1;0.82;9.0;20.0;0.2;1.0;20.0;0.5;8.0;20.0
794;АЛГЕБРА Л-06;61.0;1;1.0;16.0;12.0;1.0;0.0;10.0;1.0;0.0;10.0
795;АЛГЕБРА Л-03;85.0;1;1.0;28.5;9.0;1.0;10.0;10.0;1.0;17.0;10.0
796;АЛГЕБРА Л-01;77.0;1;0.64;29.3;7.0;1.0;4.4;7.5;1.0;8.3;10.0
797;АЛГЕБРА Л-07;29.0;0;1.0;34.0;1.0;1.0;0.0;18.0;1.0;0.0;1.0
798;АЛГЕБРА Л-03;61.0;1;0.73;9.0;13.0;1.0;0.0;20.0;0.75;3.0;16.0
799;АЛГЕБРА Л-09;82.0;1;1.0;7.0;13.5;1.0;0.0;15.0;1.0;0.0;18.0
800;АЛГЕБРА Л-05;65.0;1;0.82;35.5;13.0;1.0;5.0;3.0;1.0;0.0;20.0
801;АЛГЕБРА Л-04;20.0;0;0.64;24.0;13.0;0.8;0.0;7.0;0.25;0.0;0.0
802;АЛГЕБРА Л-02;92.0;1;1.0;4.0;19.0;1.0;5.0;15.0;1.0;8.0;20.0
803;АЛГЕБРА Л-02;14.0;0;0.91;21.0;0.0;0.6;3.0;0.0;0.75;0.0;6.0
804;АЛГЕБРА Л-03;88.0;1;0.91;9.0;15.0;1.0;5.0;15.0;1.0;8.0;20.0
805;АЛГЕБРА Л-08;48.0;0;0.18;21.0;12.0;1.0;0.0;8.5;0.38;7.0;4.5
806;АЛГЕБРА Л-01;100.0;1;0.27;21.5;8.0;0.0;7.0;9.0;0.12;39.5;3.0
807;АЛГЕБРА Л-06;82.0;1;0.91;34.0;18.0;1.0;0.0;20.0;1.0;0.0;20.0
808;АЛГЕБРА Л-01;14.0;0;0.55;20.0;0.5;0.6;0.0;1.0;1.0;4.0;0.0
809;АЛГЕБРА Л-04;76.0;1;0.91;11.25;7.0;1.0;5.9;9.5;1.0;11.85;10.0
810;АЛГЕБРА Л-07;5.0;0;0.55;30.0;1.0;0.2;1.0;0.0;0.0;0.0;0.0
811;АЛГЕБРА Л-07;79.0;1;1.0;2.0;1.0;1.0;0.0;20.0;1.0;8.0;20.0
812;АЛГЕБРА Л-07;96.0;1;1.0;37.0;20.0;1.0;15.0;20.0;1.0;6.0;20.0
813;АЛГЕБРА Л-03;61.0;1;0.91;10.0;1.0;0.8;4.0;3.0;0.62;4.0;20.0
814;АЛГЕБРА Л-09;91.0;1;0.55;25.0;20.0;1.0;0.0;12.5;1.0;0.0;20.0
815;АЛГЕБРА Л-03;78.0;1;0.82;42.5;8.0;0.8;4.0;14.0;1.0;8.0;20.0
816;АЛГЕБРА Л-06;93.0;1;0.45;29.0;20.0;1.0;12.0;20.0;0.88;2.0;20.0
817;АЛГЕБРА Л-03;76.0;1;0.82;16.5;12.0;1.0;5.5;10.5;1.0;8.5;9.0
818;АЛГЕБРА Л-04;61.0;1;0.64;28.0;1.0;0.6;3.0;0.0;0.38;3.0;20.0
819;АЛГЕБРА Л-04;61.0;1;1.0;33.5;6.5;1.0;3.5;8.5;1.0;12.0;1.0
820;АЛГЕБРА Л-04;68.0;1;1.0;29.05;3.0;1.0;5.2;6.0;1.0;19.75;7.0
821;АЛГЕБРА Л-02;77.0;1;1.0;24.0;15.0;1.0;0.0;20.0;0.75;0.0;20.0
822;АЛГЕБРА Л-01;100.0;1;0.27;27.0;7.0;0.0;7.2;8.0;0.12;40.8;10.0
823;АЛГЕБРА Л-01;24.5;0;0.18;22.0;8.0;0.4;0.0;10.5;1.0;2.0;0.0
824;АЛГЕБРА Л-06;61.0;1;0.82;9.0;8.0;1.0;0.0;13.0;0.88;0.0;19.0
825;АЛГЕБРА Л-03;61.0;1;0.82;16.0;13.0;0.8;0.0;15.0;0.38;0.0;12.0
826;АЛГЕБРА Л-09;9.0;0;0.18;21.0;1.0;1.0;0.0;8.0;0.38;0.0;0.0
827;АЛГЕБРА Л-08;46.0;0;0.91;0.0;14.0;1.0;8.0;4.0;1.0;0.0;8.0
828;АЛГЕБРА Л-08;37.0;0;0.55;12.0;1.0;0.8;0.0;20.0;1.0;0.0;5.0
829;АЛГЕБРА Л-04;65.0;1;1.0;15.0;11.0;1.0;5.0;1.0;1.0;8.0;20.0
830;АЛГЕБРА Л-06;61.85;1;0.91;22.85;6.0;1.0;3.0;20.0;1.0;0.0;7.0
831;АЛГЕБРА Л-04;61.0;1;1.0;19.0;20.0;1.0;0.0;10.0;1.0;0.0;12.0
832;АЛГЕБРА Л-02;83.0;1;1.0;19.0;19.0;1.0;0.0;20.0;0.88;0.0;20.0
833;АЛГЕБРА Л-01;71.0;1;0.45;24.0;18.0;1.0;0.0;9.0;1.0;19.0;5.0
834;АЛГЕБРА Л-02;21.0;0;0.64;20.0;3.0;0.8;8.0;1.0;1.0;0.0;9.0
835;АЛГЕБРА Л-07;16.0;0;1.0;2.0;1.0;1.0;0.0;6.0;1.0;0.0;5.0
836;АЛГЕБРА Л-04;5.0;0;0.0;2.0;0.0;0.2;0.0;5.0;0.12;0.0;0.0
837;АЛГЕБРА Л-02;63.0;1;0.82;0.0;13.0;1.0;8.0;10.0;0.88;0.0;12.0
838;АЛГЕБРА Л-08;91.0;1;1.0;20.0;19.0;1.0;0.0;14.0;1.0;0.0;18.5
839;АЛГЕБРА Л-01;66.4;1;0.09;39.5;7.0;0.8;1.9;0.0;0.38;2.5;15.0
840;АЛГЕБРА Л-09;61.0;1;1.0;40.0;1.0;1.0;0.0;20.0;0.75;0.0;20.0
841;АЛГЕБРА Л-06;96.0;1;1.0;27.0;20.0;1.0;4.0;13.0;1.0;0.0;20.0
842;АЛГЕБРА Л-01;25.0;0;0.91;36.5;2.5;1.0;1.0;4.0;1.0;6.0;7.0
843;АЛГЕБРА Л-02;86.0;1;0.82;4.0;7.5;1.0;9.5;15.0;0.88;17.0;8.0
844;АЛГЕБРА Л-04;24.0;0;0.64;26.8;3.0;0.8;0.0;5.0;0.75;0.2;1.0
845;АЛГЕБРА Л-04;61.0;1;0.27;13.0;12.0;1.0;0.6;7.0;0.25;4.4;11.0
846;АЛГЕБРА Л-04;10.0;0;0.36;26.75;9.25;0.8;0.0;0.0;0.0;0.0;0.0
847;АЛГЕБРА Л-03;19.0;0;0.73;0.0;5.0;0.8;0.0;9.0;0.25;0.0;1.0
848;АЛГЕБРА Л-03;78.0;1;1.0;8.0;10.0;1.0;5.0;10.0;1.0;8.0;20.0
849;АЛГЕБРА Л-04;76.0;1;1.0;21.0;18.0;1.0;0.0;20.0;1.0;0.0;20.0
850;АЛГЕБРА Л-08;92.25;1;0.64;18.5;16.75;1.0;0.0;19.5;1.0;21.5;18.0
851;АЛГЕБРА Л-07;64.0;1;1.0;18.0;1.0;1.0;0.0;20.0;1.0;10.0;10.0
852;АЛГЕБРА Л-06;98.0;1;1.0;36.0;20.0;1.0;11.0;20.0;0.75;4.0;20.0
853;АЛГЕБРА Л-07;0.0;0;0.27;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
854;АЛГЕБРА Л-04;65.0;1;1.0;3.35;7.5;1.0;4.1;5.0;1.0;17.05;1.0
855;АЛГЕБРА Л-08;61.0;1;1.0;27.0;9.0;1.0;8.0;3.0;1.0;0.0;20.0
856;АЛГЕБРА Л-03;76.0;1;0.82;25.0;7.0;1.0;5.0;8.0;0.88;7.0;20.0
857;АЛГЕБРА Л-03;10.0;0;0.0;25.0;0.0;0.4;0.0;0.0;0.62;0.0;3.0
858;АЛГЕБРА Л-08;0.0;0;0.18;7.0;0.0;0.8;0.0;0.0;0.25;0.0;0.0
859;АЛГЕБРА Л-08;91.25;1;0.64;0.5;14.75;1.0;0.0;15.75;1.0;22.0;18.25
860;АЛГЕБРА Л-05;81.0;1;0.36;20.0;14.0;0.6;0.0;17.0;1.0;0.0;18.0
861;АЛГЕБРА Л-05;9.0;0;0.73;32.0;5.0;0.8;4.0;0.0;0.25;0.0;0.0
862;АЛГЕБРА Л-09;26.75;0;0.36;0.5;19.75;0.4;0.0;6.0;0.75;0.0;0.0
863;АЛГЕБРА Л-03;76.0;1;1.0;0.5;19.0;1.0;0.0;20.0;1.0;0.0;20.0
864;АЛГЕБРА Л-03;0.0;0;0.27;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
865;АЛГЕБРА Л-01;76.3;1;0.18;5.3;7.0;0.0;10.0;10.0;0.12;12.0;9.0
866;АЛГЕБРА Л-02;82.0;1;0.91;26.0;11.0;1.0;4.0;7.0;0.88;17.0;10.0
867;АЛГЕБРА Л-01;100.0;1;0.27;31.0;7.0;0.0;9.6;5.0;0.12;55.4;1.0
868;АЛГЕБРА Л-02;80.0;1;0.82;22.0;20.0;0.4;0.0;20.0;0.5;1.0;18.0
869;АЛГЕБРА Л-01;100.0;1;0.64;86.0;17.0;0.6;0.0;7.0;0.75;10.0;0.0
870;АЛГЕБРА Л-03;76.0;1;0.91;0.0;18.0;0.6;0.0;20.0;0.75;0.0;20.0
871;АЛГЕБРА Л-08;5.0;0;0.36;18.0;0.0;0.6;5.0;0.0;0.5;0.0;0.0
872;АЛГЕБРА Л-08;10.0;0;0.45;0.0;10.0;0.4;0.0;0.0;0.0;0.0;0.0
873;АЛГЕБРА Л-07;117.0;1;1.0;4.0;20.0;1.0;5.0;20.0;1.0;8.0;20.0
874;АЛГЕБРА Л-09;75.0;1;1.0;40.0;15.0;0.6;0.0;20.0;1.0;2.0;15.0
875;АЛГЕБРА Л-03;88.0;1;0.91;27.0;15.0;1.0;5.0;15.0;1.0;8.0;20.0
876;АЛГЕБРА Л-03;70.5;1;0.64;21.0;19.0;1.0;0.0;19.0;0.88;0.0;20.0
877;АЛГЕБРА Л-02;91.0;1;0.91;12.5;20.0;1.0;8.0;12.0;1.0;0.0;20.0
878;АЛГЕБРА Л-03;61.0;1;0.64;34.0;0.0;0.4;2.0;11.0;0.5;4.0;20.0
879;АЛГЕБРА Л-02;69.0;1;0.82;25.0;13.0;0.6;3.0;1.0;0.88;7.0;20.0
880;АЛГЕБРА Л-09;6.5;0;0.18;23.5;0.0;1.0;0.0;4.0;0.12;0.0;0.0
881;АЛГЕБРА Л-03;81.0;1;0.82;2.0;15.0;1.0;5.0;10.0;1.0;8.0;20.0
882;АЛГЕБРА Л-03;79.0;1;0.82;25.0;10.0;1.0;5.0;10.0;1.0;8.0;20.0
883;АЛГЕБРА Л-01;81.85;1;0.64;29.8;4.0;0.8;6.75;7.0;1.0;8.3;15.0
884;АЛГЕБРА Л-08;61.0;1;1.0;33.0;18.0;1.0;8.0;7.0;1.0;0.0;8.0
885;АЛГЕБРА Л-09;61.0;1;0.73;20.0;12.0;0.8;0.0;7.5;0.75;0.0;7.5
886;АЛГЕБРА Л-03;61.0;1;1.0;39.0;20.0;1.0;0.0;17.0;0.75;0.0;13.0
887;АЛГЕБРА Л-01;78.2;1;0.27;9.5;5.0;0.6;2.2;6.0;1.0;8.5;14.0
