 ÓÏ‡Ì‰‡;ÕÂ Ò‰‡Î(-‡);œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3
œËŒ¿ œ-30;1;1.0;0.15;1.0;0.7745966692414834;0.0;6.51;1.0;1.0;0.06;1.0;0.8602325267042626;0.04;12.83;0.0;0.57;0.06;0.5;0.8808838085428778;0.0;7.66;1.0
œËŒ¿ œ-28;0;0.89;0.16;1.0;0.8;0.02;12.98;1.0;1.0;0.06;1.0;0.82065180664829;0.03;15.53;1.0;1.0;0.1;0.8333333333333333;0.7998198955495301;0.03;15.0;1.0
œËŒ¿ œ-07;1;0.89;0.11;0.875;0.8306623862918074;0.0;16.0;1.0;0.5;0.06;1.0;0.8601138984851638;0.02;12.0;1.0;0.29;0.04;0.3333333333333333;0.8692868576629595;0.0;10.0;1.0
œËŒ¿ œ-33;1;0.89;0.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;0.0;0.0;0.0;0.0;1.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-07;1;1.0;0.1;0.875;0.7745966692414834;0.0;12.0;1.0;0.5;0.0;0.0;0.7953949089757174;0.0;13.0;0.0;0.71;0.0767;0.6666666666666666;0.8512517942644916;0.005;11.83;0.0
œËŒ¿ œ-07;0;0.89;0.14;1.0;0.8;0.0;16.0;1.0;0.5;0.04;0.6666666666666666;0.880630571852711;0.0;17.0;1.0;0.57;0.07;0.6666666666666666;0.8506903359270631;0.0;10.5;1.0
œËŒ¿ œ-07;0;1.0;0.15;1.0;0.806225774829855;0.02;14.0;1.0;0.75;0.06;1.0;0.823754471047914;0.0;17.0;1.0;0.57;0.09;0.8333333333333333;0.7840428053224656;0.0;14.0;1.0
œËŒ¿ œ-07;0;0.89;0.14;1.0;0.8;0.01;15.0;1.0;0.25;0.06;1.0;0.82065180664829;0.0;17.0;1.0;0.43;0.09;0.8333333333333333;0.7789266475487027;0.0;14.0;1.0
œËŒ¿ œ-07;0;1.0;0.15;1.0;0.806225774829855;0.0;18.0;1.0;1.0;0.06;1.0;0.823754471047914;0.0;19.0;1.0;1.0;0.115;1.0;0.7922861022649396;0.0;18.0;1.0
œËŒ¿ œ-07;0;1.0;0.15;1.0;0.806225774829855;0.0;13.0;1.0;0.5;0.06;1.0;0.823754471047914;0.0;13.0;1.0;0.86;0.1;0.8333333333333333;0.7998198955495301;0.01;9.5;1.0
œËŒ¿ œ-07;1;0.22;0.02;0.25;0.4000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.34992710611188266;0.0;0.0;0.0;0.0;0.0;0.0;0.2756189108286608;0.0;0.0;0.0
œËŒ¿ œ-03 ÿ≈Õ;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-23 —œ;1;0.56;0.12;0.75;0.9797958971132712;0.0;18.3;1.0;1.0;0.01;0.3333333333333333;0.9568466729604882;0.01;19.2;1.0;0.71;0.0;0.0;0.8330600644840992;0.05;10.0;0.0
œËŒ¿ œ-07;0;1.0;0.13;1.0;0.7810249675906655;0.0;17.0;1.0;1.0;0.06;1.0;0.8112726208286106;0.0;20.0;1.0;0.86;0.085;0.8333333333333333;0.77313050266785;0.0;12.5;1.0
œËŒ¿ œ-09;1;0.67;0.1;0.75;0.8944271909999159;0.0;6.0;1.0;1.0;0.06;1.0;0.9285592184789412;0.02;8.0;1.0;1.0;0.06;0.5;0.8952414171048042;0.0;7.67;1.0
œËŒ¿ œ-07;1;0.33;0.04;0.5;0.48989794855663565;0.0;11.0;1.0;1.0;0.04;0.6666666666666666;0.7284313590846836;0.0;16.0;1.0;0.71;0.0;0.0;0.6130503412230158;0.0;0.0;0.0
œËŒ¿ œ-07;0;0.89;0.08;0.75;0.7483314773547883;0.0;0.0;0.0;0.5;0.06;1.0;0.8451542547285166;0.0;18.0;1.0;0.71;0.095;0.8333333333333333;0.8183509998793851;0.005;19.5;1.0
œËŒ¿ œ-07;0;1.0;0.13;0.875;0.9;0.0;20.0;1.0;1.0;0.06;1.0;0.8949974347244049;0.0;19.0;1.0;0.86;0.06;0.6666666666666666;0.8506903359270631;0.0;12.5;1.0
œËŒ¿ œ-07;0;1.0;0.13;1.0;0.7810249675906655;0.0;14.0;1.0;1.0;0.06;1.0;0.8112726208286106;0.01;17.0;1.0;0.71;0.115;1.0;0.7373975084846246;0.0;5.5;1.0
œËŒ¿ œ-07;1;0.89;0.06;0.75;0.4898979485566356;0.0;9.0;1.0;0.75;0.0;0.0;0.49487165930539345;0.0;0.0;0.0;0.29;0.0;0.0;0.42416855390324176;0.0;0.0;0.0
œËŒ¿ œ-07;0;0.89;0.14;1.0;0.8;0.01;14.0;1.0;0.75;0.06;1.0;0.82065180664829;0.01;18.0;1.0;0.71;0.095;0.8333333333333333;0.7884922124566763;0.0;15.0;1.0
œËŒ¿ œ-07;1;0.56;0.14;1.0;0.8;0.01;10.0;1.0;0.25;0.06;1.0;0.82065180664829;0.02;14.0;1.0;0.29;0.085;0.8333333333333333;0.7821281680193144;0.02;3.5;0.0
œËŒ¿ œ-35;0;0.89;0.14600000000000002;1.0;0.7472616676907762;0.008;7.3;1.0;0.75;0.055;1.0;0.7696076392340105;0.0;8.7;1.0;0.71;0.092;0.8333333333333333;0.7469328688305715;0.055999999999999994;18.3;1.0
œËŒ¿ œ-07;0;1.0;0.12;1.0;0.7483314773547883;0.0;14.0;1.0;1.0;0.06;1.0;0.7953949089757174;0.0;16.0;1.0;0.57;0.065;0.6666666666666666;0.7846799795887996;0.0;15.0;1.0
œËŒ¿ œ-07;0;1.0;0.13;1.0;0.7810249675906655;0.0;14.0;1.0;1.0;0.06;1.0;0.8112726208286106;0.03;15.0;1.0;1.0;0.095;0.8333333333333333;0.7821281680193144;0.0;11.5;1.0
œËŒ¿ œ-07;1;0.89;0.1;0.875;0.7745966692414834;0.0;16.0;1.0;1.0;0.0;0.0;0.7953949089757174;0.0;13.0;1.0;0.86;0.05;0.5;0.7744222838571714;0.0;0.0;1.0
œËŒ¿ œ-07;1;0.89;0.09;0.625;0.9433981132056605;0.01;16.0;1.0;0.75;0.06;1.0;0.9609731462195507;0.01;16.0;1.0;0.29;0.09;0.8333333333333333;0.882977256703096;0.02;1.0;0.0
œËŒ¿ œ-22;1;0.0;0.14;0.875;0.9165151389911679;0.0;0.0;0.0;0.0;0.0;0.0;0.9977753031397176;0.0;0.0;0.0;0.0;0.0;0.0;0.864067518241825;0.0;0.0;1.0
œËŒ¿ œ-35;1;0.89;0.07100000000000001;0.625;0.7828793010419933;0.0;10.2;1.0;0.25;0.0;0.0;0.7352980792210206;0.0;9.8;1.0;0.86;0.054000000000000006;0.5;0.7514157871147603;0.127;11.8;1.0
œËŒ¿ œ-02;1;1.0;0.11699999999999999;0.875;0.8544588931013591;0.065;12.5;1.0;0.75;0.04;1.0;0.818691090730085;0.01;13.3;1.0;1.0;0.06;0.6666666666666666;0.7820003588562714;0.0;10.7;1.0
œËŒ¿ œ-07;0;0.89;0.11;0.875;0.8306623862918074;0.0;16.0;1.0;0.25;0.06;1.0;0.860113898485164;0.0;20.0;1.0;0.71;0.07;0.6666666666666666;0.8340783257776736;0.0;7.5;1.0
œËŒ¿ œ-35;0;1.0;0.10899999999999999;0.875;0.7502666192761078;0.006;13.0;1.0;1.0;0.059000000000000004;1.0;0.8;0.0;14.7;1.0;1.0;0.11800000000000001;1.0;0.8037841762428816;0.0;15.7;1.0
œËŒ¿ œ-35;0;1.0;0.14300000000000002;1.0;0.7576938695805846;0.026000000000000002;15.0;1.0;1.0;0.06;1.0;0.790795259758898;0.0;10.7;1.0;0.86;0.1;0.8333333333333333;0.7794397745131478;0.083;16.1;1.0
œËŒ¿ œ-02;1;1.0;0.04;0.25;0.8000000000000002;0.0;5.8;1.0;0.75;0.0;0.0;0.6798692684790378;0.0;3.0;0.0;0.43;0.0;0.0;0.5291311307513668;0.0;0.0;0.0
œËŒ¿ œ-35;0;1.0;0.131;1.0;0.773886296557834;0.008;11.0;1.0;0.75;0.054000000000000006;1.0;0.7756827144325106;0.0;14.5;1.0;0.86;0.098;0.8333333333333333;0.7653340294804297;0.042;9.7;1.0
œËŒ¿ œ-07;0;1.0;0.14;1.0;0.8;0.05;9.0;1.0;0.75;0.06;1.0;0.82065180664829;0.0;14.0;1.0;0.86;0.09;0.8333333333333333;0.7922861022649396;0.0;15.0;1.0
œËŒ¿ œ-07;0;1.0;0.14;1.0;0.8;0.0;14.0;1.0;1.0;0.06;1.0;0.82065180664829;0.0;0.0;1.0;0.71;0.095;0.8333333333333333;0.7884922124566763;0.0;12.5;1.0
œËŒ¿ œ-07;1;0.89;0.08;0.75;0.7483314773547883;0.035;13.0;1.0;1.0;0.06;1.0;0.8451542547285166;0.01;13.0;1.0;0.57;0.045;0.5;0.7922861022649396;0.0;9.0;1.0
œËŒ¿ œ-01;0;0.67;0.12300000000000001;1.0;0.759012516365837;0.07;17.3;1.0;1.0;0.05;1.0;0.7797500907865498;0.0;16.2;1.0;1.0;0.095;0.8333333333333333;0.7649421199064781;0.0;10.5;1.0
œËŒ¿ œ-22;0;0.78;0.14;0.875;0.9165151389911679;0.0;9.26;1.0;1.0;0.0;0.0;0.9977753031397176;0.0;16.5;0.0;0.86;0.02;0.16666666666666666;0.8943948529276573;0.1734;17.9;1.0
œËŒ¿ œ-07;0;1.0;0.15;1.0;0.806225774829855;0.04;11.0;1.0;0.5;0.06;1.0;0.823754471047914;0.0;17.0;1.0;0.57;0.105;1.0;0.7387517750221975;0.0;11.0;1.0
œËŒ¿ œ-07;1;0.44;0.12;0.75;0.9797958971132713;0.0;0.0;0.0;0.25;0.04;0.6666666666666666;0.989743318610787;0.0;10.0;1.0;0.57;0.07;0.6666666666666666;0.9119349894109338;0.0;0.0;0.0
œËŒ¿ œ-13;1;0.67;0.14200000000000002;1.0;0.7833262411026455;0.02;3.83;1.0;0.75;0.059000000000000004;1.0;0.804102998783776;0.009000000000000001;9.45;1.0;0.86;0.07;0.6666666666666666;0.8179844919861591;0.02;13.33;1.0
œËŒ¿ œ-13;1;0.67;0.127;1.0;0.7694803441284254;0.02;0.0;0.0;0.5;0.0504;1.0;0.7722178501972519;0.009000000000000001;9.55;0.0;0.14;0.07540000000000001;0.8333333333333333;0.7302611882090078;0.055;13.66;1.0
œËŒ¿ œ-13;0;0.89;0.159;1.0;0.7955501241279521;0.035;11.67;1.0;0.75;0.06;1.0;0.8173189121032454;0.01;12.43;1.0;0.71;0.094;0.8333333333333333;0.7913772274618516;0.028999999999999998;10.33;1.0
œËŒ¿ œ-13;0;1.0;0.099;0.875;0.7751773990513398;0.01;9.83;1.0;1.0;0.06;1.0;0.8346146611778762;0.0;13.33;1.0;0.86;0.099;0.8333333333333333;0.8124424281339905;0.019;12.65;1.0
œËŒ¿ œ-22;0;0.89;0.16;1.0;0.8;0.0;14.88;1.0;0.25;0.0;0.0;0.9977753031397177;0.0;16.9;1.0;0.71;0.0;0.0;0.8943948529276573;0.2622;9.0;1.0
œËŒ¿ œ-14;1;0.89;0.0908;0.75;0.8392472817948237;0.009000000000000001;9.67;1.0;0.75;0.0358;1.0;0.8095917338450314;0.0;5.1;1.0;0.29;0.023;0.3333333333333333;0.7312460288448717;0.018000000000000002;1.66;1.0
œËŒ¿ œ-23 —œ;0;0.89;0.14;0.875;0.9165151389911679;0.0;17.7;1.0;0.75;0.05;1.0;0.9285592184789414;0.0;16.8;1.0;0.71;0.0;0.0;0.9036634409242973;0.0;17.0;1.0
œËŒ¿ œ-30;0;0.89;0.132;0.875;0.87840765023991;0.0;12.49;1.0;0.75;0.06;1.0;0.915204895091804;0.045;14.7;1.0;0.86;0.1;0.8333333333333333;0.8583034903825769;0.0;9.67;1.0
œËŒ¿ œ-13;0;0.89;0.128;1.0;0.7896834808959854;0.02;10.0;1.0;0.75;0.059000000000000004;1.0;0.8129374803382947;0.0;11.62;1.0;0.43;0.084;0.8333333333333333;0.7725873104913218;0.0;12.16;1.0
œËŒ¿ œ-13;0;0.89;0.141;1.0;0.7582216034906945;0.02;13.25;1.0;0.75;0.06;1.0;0.7915690953120019;0.009000000000000001;17.33;1.0;0.71;0.0758;0.8333333333333333;0.7725717851030186;0.019;13.49;1.0
œËŒ¿ œ-31;0;0.89;0.16;1.0;0.8;0.0;8.66;1.0;1.0;0.06;1.0;0.8844332774281066;0.02;10.55;1.0;0.71;0.1;0.8333333333333333;0.8363333975829068;0.02;13.66;1.0
œËŒ¿ œ-33;1;0.89;0.121;1.0;0.7647875521999558;0.0;2.4;1.0;0.25;0.055999999999999994;1.0;0.8199186951562127;0.0;6.33;1.0;0.71;0.047;0.8333333333333333;0.7669142507162698;0.0;5.67;0.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.89;0.14;1.0;0.8;0.02;17.0;1.0;0.0;0.06;1.0;0.82065180664829;0.03;15.0;0.0;0.29;0.057;0.5;0.8556110482409536;0.005;0.0;0.0
œËŒ¿ œ-30;0;1.0;0.14;0.875;0.9165151389911679;0.0;10.88;1.0;1.0;0.06;1.0;0.9428090415820634;0.0;14.55;1.0;0.86;0.1;0.8333333333333333;0.8943948529276572;0.0;13.99;1.0
œËŒ¿ œ-22;1;0.56;0.14;0.875;0.9165151389911679;0.0;12.21;1.0;0.5;0.0;0.0;0.9977753031397176;0.0;16.1;0.0;0.29;0.0;0.0;0.864067518241825;0.15990000000000001;8.7;1.0
œËŒ¿ œ-13;0;1.0;0.159;1.0;0.7955501241279521;0.03;15.43;1.0;1.0;0.06;1.0;0.8173189121032454;0.01;15.72;1.0;1.0;0.12;1.0;0.7354973460921332;0.06;9.33;1.0
œËŒ¿ œ-22;1;0.44;0.158;1.0;0.7922120928135344;0.0;16.05;1.0;0.25;0.0;0.0;0.9864864700316753;0.0;17.9;1.0;0.71;0.0;0.0;0.8839740718672853;0.0425;0.0;0.0
œËŒ¿ œ-13;0;1.0;0.159;1.0;0.7955501241279521;0.03;15.63;1.0;1.0;0.06;1.0;0.8173189121032454;0.01;13.67;1.0;0.86;0.11900000000000001;1.0;0.7335650105520487;0.038;17.33;1.0
œËŒ¿ œ-13;0;1.0;0.149;1.0;0.8005623023850174;0.03;14.43;1.0;1.0;0.06;1.0;0.8198120740356866;0.0;14.55;1.0;0.71;0.105;0.8333333333333333;0.8172509831027341;0.03;15.67;1.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.44;0.02;0.25;0.4000000000000001;0.0;5.0;1.0;0.25;0.02;0.3333333333333333;0.5890150893739515;0.0;0.0;0.0;0.0;0.0;0.0;0.46893598038823064;0.0;0.0;0.0
œËŒ¿ œ-03 ÿ≈Õ;1;0.22;0.0;0.0;0.0;0.0;1.7;1.0;0.25;0.0;0.0;0.0;0.0;2.7;0.0;0.29;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-04;0;1.0;0.133;1.0;0.6783067152844648;0.0;7.5;1.0;0.75;0.053;1.0;0.7085483867221283;0.0;13.5;0.0;1.0;0.09699999999999999;0.8333333333333333;0.7241849098021026;0.008;11.0;1.0
œËŒ¿ œ-05 »ÌÚÂ„‡ˆËˇ;1;0.67;0.022000000000000002;0.25;0.515363949069005;0.0;2.0;1.0;0.25;0.0;0.0;0.4333846123505336;0.0;0.0;0.0;0.29;0.0;0.0;0.3350998056093763;0.0;0.0;0.0
œËŒ¿ œ-33;1;0.89;0.132;1.0;0.7756287771866126;0.0;2.0;1.0;0.75;0.01;0.6666666666666666;0.8365537772446086;0.0;10.0;1.0;0.71;0.045;0.6666666666666666;0.7704481867115436;0.0;7.33;1.0
œËŒ¿ œ-22;0;0.78;0.158;1.0;0.7922120928135344;0.0;11.08;1.0;1.0;0.0;0.0;0.9864864700316753;0.0;17.3;1.0;0.71;0.0;0.0;0.8839740718672853;0.0882;10.0;1.0
œËŒ¿ œ-13;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-28;0;0.89;0.16;1.0;0.8;0.0;13.92;1.0;0.75;0.06;1.0;0.8844332774281066;0.0;14.92;1.0;0.71;0.1;0.8333333333333333;0.864067518241825;0.0;11.66;1.0
œËŒ¿ œ-30;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
œËŒ¿ œ-35;1;0.67;0.06499999999999999;0.75;0.6697014260101288;0.006;8.3;1.0;0.5;0.0;0.0;0.6376375401849088;0.0;12.8;1.0;0.86;0.099;1.0;0.7531696333295221;0.024;13.0;1.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.5;0.06;1.0;0.8206518066482897;0.0;0.0;0.0;0.14;0.0;0.0;0.6571190981008552;0.0;0.0;0.0
œËŒ¿ œ-13;1;1.0;0.0522;0.625;0.6059339898041699;0.009000000000000001;14.72;1.0;1.0;0.04;0.6666666666666666;0.7711017826355179;0.0;18.33;1.0;0.86;0.075;0.6666666666666666;0.8023353725645889;0.02;8.34;1.0
œËŒ¿ œ-35;0;0.89;0.136;1.0;0.7102112361825881;0.008;14.6;1.0;1.0;0.04;0.6666666666666666;0.8200298650609236;0.0;14.7;1.0;0.86;0.11969999999999999;1.0;0.7620121140434427;0.0;17.3;1.0
œËŒ¿ œ-13;0;1.0;0.11900000000000001;1.0;0.7515982969645422;0.04;17.83;1.0;1.0;0.057999999999999996;1.0;0.7870443288088695;0.01;17.88;1.0;0.86;0.1;0.8333333333333333;0.7805418552077433;0.03;14.67;1.0
œËŒ¿ œ-13;1;1.0;0.1292;1.0;0.7616928514828007;0.01;7.58;1.0;1.0;0.06;1.0;0.7984525850745585;0.0;11.45;1.0;1.0;0.094;1.0;0.7175013056529893;0.019;6.66;1.0
œËŒ¿ œ-37;0;0.89;0.10200000000000001;1.0;0.720832851637604;0.02;15.21;1.0;0.75;0.012;0.3333333333333333;0.744366598292173;0.005;13.56;1.0;0.71;0.09300000000000001;0.8333333333333333;0.7673426809663259;0.02;18.0;1.0
œËŒ¿ œ-30;1;0.56;0.04;0.25;0.8000000000000002;0.0;8.83;1.0;1.0;0.02;0.3333333333333333;0.8000000000000002;0.0;16.33;0.0;0.29;0.02;0.16666666666666666;0.7117794814389782;0.0;9.83;1.0
œËŒ¿ œ-28;0;1.0;0.16;1.0;0.8;0.0;7.83;1.0;1.0;0.06;1.0;0.8844332774281066;0.0;7.66;1.0;1.0;0.125;1.0;0.8420898928626092;0.08;10.99;1.0
œËŒ¿ œ-13;0;1.0;0.139;1.0;0.7930321557162736;0.02;11.35;1.0;1.0;0.06;1.0;0.8160694748335474;0.0;16.12;1.0;0.71;0.09;0.8333333333333333;0.7892524493799774;0.02;15.66;1.0
œËŒ¿ œ-13;0;1.0;0.15;1.0;0.806225774829855;0.01;5.5;1.0;1.0;0.06;1.0;0.823754471047914;0.01;9.78;1.0;1.0;0.1;0.8333333333333333;0.7998198955495301;0.08;12.5;1.0
œËŒ¿ œ-35;0;0.78;0.134;1.0;0.7592101158440924;0.017;10.5;0.0;0.25;0.04;0.6666666666666666;0.8491292058122046;0.0;13.8;1.0;0.71;0.08;0.6666666666666666;0.844747646200307;0.008;20.0;1.0
œËŒ¿ œ-38;0;1.0;0.13;1.0;0.7810249675906655;0.0;14.39;1.0;1.0;0.06;1.0;0.8537498983243799;0.0;15.79;1.0;0.86;0.09;0.8333333333333333;0.8286235662891956;0.0;18.0;1.0
œËŒ¿ œ-35;1;0.33;0.044000000000000004;0.625;0.596992462263972;0.003;6.6;1.0;0.5;0.02;0.6666666666666666;0.5716071149640731;0.0;0.0;0.0;0.0;0.04;0.5;0.5920490859735008;0.0;0.0;0.0
œËŒ¿ œ-38;0;1.0;0.12;0.875;0.8717797887081347;0.048600000000000004;7.89;1.0;1.0;0.06;1.0;0.880630571852711;0.0;17.75;0.0;0.57;0.05;0.5;0.8715290250646015;0.0;17.5;1.0
œËŒ¿ œ-13;1;1.0;0.0742;0.75;0.6602090577991186;0.0;6.57;1.0;1.0;0.051399999999999994;1.0;0.738332373580863;0.0;13.25;1.0;1.0;0.053;0.6666666666666666;0.6942360673205572;0.0817;10.49;1.0
œËŒ¿ œ-13;1;0.89;0.0616;0.625;0.7675311068614744;0.0;10.12;1.0;0.75;0.0176;0.6666666666666666;0.7092623359692024;0.0;8.33;1.0;0.43;0.0548;0.6666666666666666;0.7132839837288814;0.079;6.66;0.0
œËŒ¿ œ-13;0;0.67;0.14120000000000002;1.0;0.7774934083321864;0.039;15.54;1.0;0.75;0.06;1.0;0.8047664130614774;0.01;18.34;0.0;0.29;0.07339999999999999;0.6666666666666666;0.8162552921511856;0.03;12.66;1.0
œËŒ¿ œ-04;1;1.0;0.12299999999999998;0.875;0.8234682750416071;0.0;9.0;1.0;0.75;0.052000000000000005;1.0;0.808658501116863;0.0;8.5;1.0;1.0;0.053000000000000005;0.5;0.812516242918873;0.0;9.0;1.0
œËŒ¿ œ-13;0;0.89;0.113;0.75;0.9327915093953204;0.03;14.42;1.0;0.75;0.059000000000000004;1.0;0.9238340693842709;0.01;18.03;1.0;0.71;0.0824;0.8333333333333333;0.8364764486156403;0.009000000000000001;13.99;1.0
œËŒ¿ œ-35;1;0.33;0.084;0.875;0.6799999999999999;0.006;7.4;1.0;0.5;0.0;0.0;0.6886840453253685;0.0;12.7;1.0;0.43;0.02;0.16666666666666666;0.664861563736355;0.0;0.0;0.0
œËŒ¿ œ-13;0;0.67;0.139;1.0;0.7435724578008521;0.009000000000000001;9.55;1.0;0.5;0.057999999999999996;1.0;0.7731792304821563;0.0;15.5;1.0;0.71;0.07400000000000001;0.6666666666666666;0.795609760329167;0.039;13.66;1.0
œËŒ¿ œ-04;1;1.0;0.132;1.0;0.708237248385031;0.0;8.5;1.0;1.0;0.055999999999999994;1.0;0.7442295015789203;0.0;4.5;1.0;1.0;0.078;0.6666666666666666;0.7814633321072134;0.124;6.0;1.0
œËŒ¿ œ-13;1;0.78;0.01;0.125;0.30000000000000004;0.0;6.97;1.0;1.0;0.0282;0.6666666666666666;0.5640469657677778;0.0;0.0;0.0;0.0;0.0;0.0;0.448969051006128;0.0;2.0;1.0
œËŒ¿ œ-13;1;0.33;0.106;0.875;0.8039900496896712;0.02;1.45;1.0;0.5;0.059000000000000004;1.0;0.8393692967499649;0.01;3.62;0.0;0.14;0.0538;0.6666666666666666;0.8006442849599797;0.0;5.66;1.0
œËŒ¿ œ-28;0;0.89;0.147;1.0;0.7925276020429824;0.0;11.28;1.0;0.25;0.06;1.0;0.8688689966464065;0.0;14.66;1.0;0.43;0.1;0.8333333333333333;0.8514189598440913;0.0;15.83;1.0
œËŒ¿ œ-38;0;0.89;0.08;0.875;0.6000000000000001;0.0;6.55;1.0;0.75;0.06;1.0;0.7717224601860151;0.0;15.59;0.0;0.57;0.07;0.6666666666666666;0.7788599356209539;0.0;12.99;1.0
œËŒ¿ œ-13;1;1.0;0.026000000000000002;0.25;0.5499090833947009;0.0;5.67;1.0;1.0;0.0;0.0;0.4793703353017863;0.0;0.0;1.0;0.43;0.0736;0.6666666666666666;0.7287309576204898;0.0;2.99;1.0
œËŒ¿ œ-22;0;1.0;0.158;1.0;0.7922120928135344;0.0;8.46;1.0;1.0;0.0;0.0;0.9864864700316753;0.0;14.4;1.0;0.86;0.0;0.0;0.8839740718672853;0.1664;14.7;1.0
œËŒ¿ œ-13;1;0.67;0.084;0.75;0.7774316690230724;0.019;10.67;1.0;0.25;0.0504;1.0;0.8006782838854282;0.0;13.78;0.0;0.29;0.0688;0.8333333333333333;0.747844433563955;0.027000000000000003;12.5;0.0
œËŒ¿ œ-13;1;0.44;0.1042;1.0;0.6562590951750689;0.027999999999999997;11.95;1.0;0.75;0.051399999999999994;1.0;0.7023517346626784;0.009000000000000001;12.0;0.0;0.14;0.0664;0.6666666666666666;0.7165109652145881;0.027000000000000003;11.99;1.0
œËŒ¿ œ-13;0;1.0;0.10020000000000001;0.875;0.7459463787699488;0.0;6.33;1.0;0.75;0.048;1.0;0.7716573734766073;0.0;14.55;1.0;0.57;0.0688;0.8333333333333333;0.7303925770187063;0.018000000000000002;19.83;1.0
œËŒ¿ œ-25;0;0.56;0.16;1.0;0.8;0.0889;8.75;1.0;0.75;0.06;1.0;0.82065180664829;0.0625;7.33;1.0;0.71;0.09;0.8333333333333333;0.7998198955495301;0.0;18.0;1.0
œËŒ¿ œ-25;0;0.89;0.12;0.75;0.9797958971132712;0.0889;8.75;1.0;0.75;0.04;0.6666666666666666;0.989743318610787;0.0641;10.0;1.0;0.86;0.1;1.0;0.8646752237627038;0.0;14.49;1.0
