Команды;Направление;Пол;Баллы;Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Количество баллов до Контрольная работа 1;Корень дисперсии баллов до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Количество баллов до Контрольная работа 2;Корень дисперсии баллов до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Количество баллов до Контрольная работа 3;Корень дисперсии баллов до Контрольная работа 3;Контрольная работа 3
ПиОА АТ-22, ПиОА К-22, ПиОА Л-03, ПиОА П-22;09.03.03 Прикладная информатика;0;79.0;1;0.9;0.14;0.7;0.9165151389911679;12.58;0.8;0.0;0.0;0.27467485907550926;15.9;0.62;0.0;0.0;0.2079144404840798;12.9
ПиОА АТ-22, ПиОА К-22, ПиОА Л-03, ПиОА П-22;09.03.03 Прикладная информатика;1;92.0;0;0.9;0.16;0.8;0.8;15.33;0.8;0.0;0.0;0.27467485907550926;15.7;0.75;0.0;0.0;0.21521189200199875;20.0
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.02 Информационные системы и технологии;0;62.83;0;0.5;0.158;0.8;0.7922120928135344;2.72;0.2;0.08800000000000001;0.26666666666666666;0.23484012032697965;9.67;0.38;0.05539999999999999;0.17391304347826086;0.2110547375361083;18.5
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;0;61.0;1;0.9;0.061;0.4;0.83;9.2;0.8;0.1;0.26666666666666666;0.32826847033441314;9.7;0.75;0.07;0.21739130434782608;0.24209743635575715;13.0
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;02.03.03 Математическое обеспечение и администрирование информационных систем;0;62.39;1;0.6;0.10160000000000002;0.8;0.6556706490304411;12.47;0.2;0.0;0.0;0.19774614166726742;9.33;0.38;0.0192;0.043478260869565216;0.16294326084829436;12.16
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;10.05.01 Компьютерная безопасность;1;1.0;1;0.5;0.01;0.1;0.30000000000000004;0.0;0.2;0.0;0.0;0.06866871476887733;0.0;0.0;0.0;0.0;0.04607411344100392;0.0
ПиОА АТ-06, ПиОА К-06, ПиОА Л-03, ПиОА П-06;09.03.02 Информационные системы и технологии;1;66.4;0;0.9;0.124;0.8;0.7472616676907762;15.1;0.8;0.065;0.26666666666666666;0.2291783910572396;12.2;1.0;0.07;0.17391304347826086;0.20011523806967327;9.2
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.02 Информационные системы и технологии;1;61.04;1;0.9;0.08800000000000001;0.8;0.5564171097297422;13.04;0.4;0.0504;0.26666666666666666;0.1625189058100799;11.56;0.75;0.05540000000000001;0.17391304347826086;0.14879066026419677;16.16
ПиОА АТ-35, ПиОА К-35, ПиОА Л-03, ПиОА П-35;16.03.01 Техническая физика;1;76.3;0;1.0;0.11599999999999999;0.7;0.8027452896155791;15.3;1.0;0.068;0.26666666666666666;0.22442621722691114;17.3;1.0;0.076;0.17391304347826086;0.19779697929536735;14.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-05, ПиОА П-37;38.03.01 Экономика;0;67.91;1;0.9;0.086;0.6;0.8114185110040318;10.16;0.8;0.0;0.0;0.21382024539124314;17.75;0.5;0.039;0.08695652173913043;0.1812130137365628;19.0
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.02 Информационные системы и технологии;0;80.61;0;1.0;0.14800000000000002;0.8;0.795989949685296;11.64;1.0;0.08;0.26666666666666666;0.2419189033747405;13.28;0.75;0.109;0.2608695652173913;0.19691692113662776;13.99
ПиОА АТ-02, ПиОА К-02, ПиОА Л-01, ПиОА П-02;44.03.05 Педагогическое образование (с двумя профилями подготовки);1;61.4;1;0.8;0.095;0.6;0.8789197915623472;13.0;1.0;0.06;0.06666666666666667;0.4307950462138244;13.2;0.88;0.03;0.08695652173913043;0.308449523965743;8.7
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.02 Информационные системы и технологии;1;4.13;1;0.3;0.01;0.1;0.30000000000000004;0.0;0.2;0.0;0.0;0.06866871476887733;0.0;0.5;0.0;0.0;0.04607411344100392;3.13
ПиОА АТ-30, ПиОА К-30, ПиОА Л-05, ПиОА П-30;40.03.01 Юриспруденция;1;76.94;0;1.0;0.16;0.8;0.8;9.5;1.0;0.06;0.2;0.24347323999182854;13.11;0.88;0.1;0.21739130434782608;0.2079144404840798;11.33
ПиОА АТ-06, ПиОА К-06, ПиОА Л-03, ПиОА П-06;01.03.03 Механика и математическое моделирование;0;65.7;1;0.9;0.1;0.6;0.8660254037844386;9.2;0.8;0.065;0.26666666666666666;0.24208591679012886;7.5;0.75;0.09;0.21739130434782608;0.202507033546106;14.5
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;02.03.03 Математическое обеспечение и администрирование информационных систем;0;78.61;0;1.0;0.159;0.8;0.7955501241279521;8.04;1.0;0.08900000000000001;0.26666666666666666;0.2380594048321413;11.28;0.75;0.11;0.2608695652173913;0.1970540772177301;14.51
ПиОА АТ-06, ПиОА К-06, ПиОА Л-03, ПиОА П-06;09.03.02 Информационные системы и технологии;1;63.3;0;0.9;0.115;0.6;0.9500000000000001;13.4;0.8;0.06;0.13333333333333333;0.3506237525186305;16.7;0.75;0.07;0.17391304347826086;0.26503994729651215;8.7
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.03 Прикладная информатика;1;82.37;0;1.0;0.14800000000000002;0.8;0.795989949685296;16.8;1.0;0.069;0.26666666666666666;0.21858727648290865;15.01;0.75;0.0924;0.21739130434782608;0.1921389466250237;10.82
ПиОА АТ-15, ПиОА К-15, ПиОА Л-05, ПиОА П-15 ШЕН;05.03.06 Экология и природопользование;0;63.5;1;0.7;0.11599999999999999;0.7;0.8392854103342915;2.42;0.2;0.08;0.26666666666666666;0.23455309978422798;11.11;0.62;0.11;0.2608695652173913;0.1930269919995492;10.67
ПиОА АТ-06, ПиОА К-06, ПиОА Л-03, ПиОА П-06;10.05.03 Информационная безопасность автоматизированных систем;1;64.3;1;1.0;0.115;0.6;0.9500000000000001;8.6;1.0;0.035;0.13333333333333333;0.26116045404145016;10.0;0.5;0.07;0.21739130434782608;0.1996276400555963;3.0
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.03 Прикладная информатика;1;95.95;0;0.9;0.14120000000000002;0.8;0.7774934083321864;13.13;0.8;0.08900000000000001;0.26666666666666666;0.2364307399205674;19.5;0.5;0.11;0.2608695652173913;0.19465099696905688;19.0
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.02 Информационные системы и технологии;1;71.64;0;0.7;0.12;0.7;0.8717797887081347;16.33;0.8;0.059000000000000004;0.2;0.24876928458956452;13.28;1.0;0.124;0.2608695652173913;0.2140925694998941;4.67
ПиОА АТ-15, ПиОА К-15, ПиОА Л-05, ПиОА П-15 ШЕН;04.03.01 Химия;0;63.72;1;0.3;0.137;0.8;0.7798076685952761;6.82;0.8;0.07;0.26666666666666666;0.21657488707376435;7.33;0.38;0.0774;0.21739130434782608;0.1851049564394633;13.33
ПиОА АТ-23, ПиОА К-23, ПиОА Л-03, ПиОА П-23 СП;02.03.03 Математическое обеспечение и администрирование информационных систем;1;101.3;0;0.7;0.14;0.7;0.9165151389911679;16.0;0.8;0.04;0.13333333333333333;0.2697253571174677;19.4;0.88;0.11;0.08695652173913043;0.400943470643585;19.9
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.03 Прикладная информатика;1;10.6;1;0.6;0.09600000000000002;0.6;0.8651011501552868;0.0;0.2;0.01;0.06666666666666667;0.22711155067495606;0.0;0.0;0.0;0.0;0.16864178347553993;0.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-05, ПиОА П-37;38.03.01 Экономика;1;40.78;1;0.7;0.0;0.0;0.0;7.0;0.8;0.0;0.0;0.0;19.45;0.75;0.0;0.0;0.0;14.33
ПиОА АТ-31, ПиОА К-31, ПиОА Л-05, ПиОА П-31;09.03.02 Информационные системы и технологии;1;63.01;0;0.7;0.16;0.8;0.8;9.41;0.8;0.06;0.2;0.24347323999182854;14.27;0.62;0.08;0.17391304347826086;0.2152118920019987;9.33
ПиОА АТ-06, ПиОА К-06, ПиОА Л-03, ПиОА П-06;09.03.02 Информационные системы и технологии;1;50.4;1;0.7;0.059000000000000004;0.3;0.90160967164289;14.2;0.4;0.01;0.06666666666666667;0.21834059870481107;10.4;0.5;0.01;0.043478260869565216;0.15550827706410714;11.7
ПиОА АТ-37, ПиОА К-37, ПиОА Л-05, ПиОА П-37;38.03.01 Экономика;0;39.39;1;0.8;0.048;0.5;0.61773780845922;9.6;0.8;0.0;0.0;0.1521818415579412;10.99;0.75;0.0;0.0;0.10657878711117594;14.0
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;10.05.01 Компьютерная безопасность;1;23.14;1;0.0;0.0;0.0;0.0;8.47;0.0;0.0;0.0;0.0;7.0;0.38;0.02;0.043478260869565216;0.09214822688200783;5.67
ПиОА АТ-20, ПиОА К-20, ПиОА Л-03, ПиОА П-20;02.03.03 Математическое обеспечение и администрирование информационных систем;1;61.0;1;0.0;0.13;0.8;0.714142842854285;0.0;0.0;0.055;0.2;0.2183097443842013;0.0;0.12;0.1;0.21739130434782608;0.19386498587833645;6.7
ПиОА АТ-06, ПиОА К-06, ПиОА Л-03, ПиОА П-06;02.03.03 Математическое обеспечение и администрирование информационных систем;0;79.0;0;1.0;0.13;0.8;0.7483314773547883;10.5;1.0;0.115;0.26666666666666666;0.41282896392130836;14.5;0.75;0.1;0.21739130434782608;0.305305206144439;10.0
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.02 Информационные системы и технологии;1;76.61;0;0.7;0.1142;0.8;0.7171303926065329;15.14;0.6;0.077;0.26666666666666666;0.2089618922553931;16.18;0.5;0.05540000000000001;0.17391304347826086;0.18173685420949218;12.83
ПиОА АТ-37, ПиОА К-37, ПиОА Л-05, ПиОА П-37;38.05.01 Экономическая безопасность;0;39.11;1;0.8;0.045;0.3;0.722841614740048;8.5;0.8;0.0;0.0;0.17264998165959822;12.78;0.75;0.0;0.0;0.11889523762413008;13.33
ПиОА АТ-38, ПиОА К-38, ПиОА Л-03, ПиОА П-38;04.03.01 Химия;0;61.0;1;1.0;0.07;0.6;0.6403124237432849;6.28;1.0;0.06;0.2;0.22175393194281434;13.58;0.75;0.1198;0.2608695652173913;0.22939020209886504;10.16
ПиОА АТ-15, ПиОА К-15, ПиОА Л-05, ПиОА П-15 ШЕН;05.03.06 Экология и природопользование;0;76.65;0;0.9;0.139;0.8;0.8055432949258532;13.16;0.8;0.098;0.26666666666666666;0.28077504243197554;14.39;0.75;0.09;0.21739130434782608;0.2286594703494563;5.0
ПиОА АТ-38, ПиОА К-38, ПиОА Л-03, ПиОА П-38;04.03.01 Химия;0;64.04;1;1.0;0.09;0.6;0.8306623862918076;9.32;1.0;0.06;0.2;0.2462244373739561;13.72;0.88;0.07;0.17391304347826086;0.2051109714284708;15.0
ПиОА АТ-14, ПиОА К-14, ПиОА Л-03, ПиОА П-14;09.03.03 Прикладная информатика;1;62.8;1;0.9;0.12500000000000003;0.8;0.7392563831310489;9.99;0.8;0.07;0.26666666666666666;0.21013396102555223;12.34;0.75;0.084;0.21739130434782608;0.183703867562028;7.67
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;09.03.02 Информационные системы и технологии;1;62.2;1;1.0;0.125;0.8;0.6637017402418047;8.5;1.0;0.054000000000000006;0.2;0.20685458124916056;12.0;1.0;0.098;0.21739130434782608;0.18672034779335764;8.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;02.03.03 Математическое обеспечение и администрирование информационных систем;0;79.4;0;1.0;0.13;0.8;0.737563556583431;14.0;1.0;0.053000000000000005;0.2;0.21866430621940933;16.5;0.88;0.096;0.21739130434782608;0.19093107758342406;16.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;09.03.02 Информационные системы и технологии;1;61.0;1;0.6;0.115;0.7;0.800312438988674;9.0;0.2;0.06;0.26666666666666666;0.21574906522275616;6.5;0.62;0.09299999999999999;0.2608695652173913;0.18252878307698447;10.0
ПиОА АТ-06, ПиОА К-06, ПиОА Л-03, ПиОА П-06;01.03.01 Математика;1;41.3;1;1.0;0.08;0.6;0.714142842854285;7.2;1.0;0.055;0.2;0.22022983187592232;7.4;0.75;0.065;0.21739130434782608;0.17056475905681567;1.7
ПиОА АТ-06, ПиОА К-06, ПиОА Л-03, ПиОА П-06;09.03.02 Информационные системы и технологии;1;87.3;0;0.7;0.145;0.8;0.788986691902975;14.6;0.8;0.145;0.26666666666666666;0.56162805252554;14.0;1.0;0.1;0.21739130434782608;0.40076293323676865;12.7
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.05.03 Информационная безопасность автоматизированных систем;1;18.1;1;0.8;0.071;0.5;0.7595393340703298;11.0;0.8;0.0;0.0;0.19399888538637342;0.0;0.12;0.0;0.0;0.13829910919331415;0.0
ПиОА АТ-05, ПиОА К-05, ПиОА Л-05, ПиОА П-05 Интеграция;10.03.01 Информационная безопасность;1;20.52;1;0.9;0.048;0.4;0.6954135460285484;4.75;0.8;0.018000000000000002;0.06666666666666667;0.1943458078476496;7.17;0.62;0.02;0.08695652173913043;0.1426134042905627;0.0
ПиОА АТ-23, ПиОА К-23, ПиОА Л-03, ПиОА П-23 СП;09.03.03 Прикладная информатика;1;59.9;1;0.7;0.06;0.3;0.9165151389911679;17.2;0.8;0.0;0.0;0.22022983187592232;18.3;0.5;0.0;0.0;0.1521777882266002;18.4
ПиОА АТ-37, ПиОА К-37, ПиОА Л-05, ПиОА П-37;38.03.01 Экономика;1;65.27;0;1.0;0.12299999999999998;0.7;0.8438601779915912;12.0;1.0;0.066;0.26666666666666666;0.22382510132954297;13.87;0.88;0.01;0.043478260869565216;0.19714219859526644;16.5
ПиОА АТ-11, ПиОА К-11, ПиОА Л-05, ПиОА П-11 ШЕН;03.03.02 Физика;1;76.0;0;0.7;0.1;0.6;0.8944271909999159;16.0;0.8;0.10099999999999999;0.26666666666666666;0.3168874390695864;18.0;0.88;0.079;0.17391304347826086;0.25075879770809323;10.5
ПиОА АТ-23, ПиОА К-23, ПиОА Л-03, ПиОА П-23 СП;09.03.02 Информационные системы и технологии;1;68.1;1;0.8;0.14;0.7;0.9165151389911679;17.3;1.0;0.04;0.13333333333333333;0.2697253571174677;18.9;0.75;0.0;0.0;0.22052656615934949;5.9
ПиОА АТ-38, ПиОА К-38, ПиОА Л-03, ПиОА П-38;04.03.01 Химия;1;61.0;1;0.7;0.06;0.5;0.66332495807108;5.17;0.4;0.04;0.13333333333333333;0.2171495426660952;10.89;0.62;0.125;0.2608695652173913;0.25034286871197786;12.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;09.03.02 Информационные системы и технологии;1;61.0;1;1.0;0.121;0.8;0.7673982017179869;6.5;1.0;0.06;0.26666666666666666;0.20952399178224868;5.5;1.0;0.079;0.21739130434782608;0.18456328103584826;8.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;02.03.03 Математическое обеспечение и администрирование информационных систем;1;91.0;0;0.6;0.135;0.8;0.7433034373659253;18.0;0.6;0.063;0.26666666666666666;0.21209630685518774;17.0;0.5;0.10099999999999999;0.2608695652173913;0.18233308140307516;16.5
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.03.01 Информационная безопасность;1;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-03, ПиОА П-17;09.03.03 Прикладная информатика;1;43.2;1;0.6;0.09699999999999999;0.6;0.8649277426467484;0.0;0.6;0.027999999999999997;0.2;0.22715603728385292;19.4;0.75;0.05;0.21739130434782608;0.175098164067974;5.3
ПиОА АТ-35, ПиОА К-35, ПиОА Л-03, ПиОА П-35;16.03.01 Техническая физика;1;29.6;1;0.3;0.083;0.5;0.8402975663418286;14.2;0.4;0.008;0.06666666666666667;0.2140563978529295;6.3;0.0;0.0;0.0;0.15617079467229839;0.0
ПиОА АТ-11, ПиОА К-11, ПиОА Л-05, ПиОА П-11 ШЕН;03.03.02 Физика;1;38.7;1;0.8;0.06;0.4;0.8;6.0;0.8;0.02;0.06666666666666667;0.22175393194281437;10.0;0.62;0.057;0.13043478260869565;0.1926867679026247;9.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;09.03.02 Информационные системы и технологии;1;76.0;0;1.0;0.128;0.8;0.7493997598078078;16.5;1.0;0.05199999999999999;0.26666666666666666;0.2127622309642633;15.5;0.5;0.092;0.21739130434782608;0.18554876570482157;12.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;09.03.02 Информационные системы и технологии;1;67.5;1;0.7;0.10099999999999999;0.8;0.6410148204214938;10.5;0.2;0.05800000000000001;0.26666666666666666;0.20174382910850433;13.5;0.38;0.098;0.2608695652173913;0.1811917133528587;11.0
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;0;91.5;0;0.9;0.10800000000000001;0.6;0.9097252332435327;17.1;0.8;0.11;0.26666666666666666;0.3811665984178186;18.1;0.75;0.105;0.2608695652173913;0.2760220114868572;17.5
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.05.01 Компьютерная безопасность;1;65.9;0;1.0;0.11599999999999999;0.8;0.6621178142898739;10.5;1.0;0.054000000000000006;0.2;0.20567889049507387;15.0;0.88;0.054000000000000006;0.13043478260869565;0.18621322178181796;15.0
ПиОА АТ-15, ПиОА К-15, ПиОА Л-05, ПиОА П-15 ШЕН;05.03.06 Экология и природопользование;0;53.15;1;0.5;0.12;0.8;0.7483314773547882;3.66;0.8;0.06;0.2;0.22922247654212505;7.33;0.5;0.07;0.17391304347826086;0.1989012787384673;4.66
ПиОА АТ-38, ПиОА К-38, ПиОА Л-03, ПиОА П-38;03.03.02 Физика;1;47.32;1;0.9;0.0;0.0;0.0;4.5;0.6;0.06;0.2;0.2202298318759223;8.33;0.38;0.105;0.13043478260869565;0.33448837091551487;12.99
ПиОА АТ-21, ПиОА К-21, ПиОА Л-03, ПиОА П-21;06.05.01 Биоинженерия и биоинформатика;0;76.3;0;0.9;0.16;0.8;0.8;13.3;0.8;0.04;0.13333333333333333;0.25954334589839656;14.5;0.88;0.1;0.21739130434782608;0.21521189200199872;8.5
ПиОА АТ-27, ПиОА К-27, ПиОА Л-03, ПиОА П-27;02.03.03 Математическое обеспечение и администрирование информационных систем;1;91.42;0;0.8;0.16;0.8;0.8;11.82;0.6;0.07;0.26666666666666666;0.22175393194281437;17.1;0.88;0.1;0.21739130434782608;0.19792865051992464;20.0
ПиОА АТ-35, ПиОА К-35, ПиОА Л-03, ПиОА П-35;06.05.01 Биоинженерия и биоинформатика;0;67.0;0;0.8;0.126;0.7;0.8440379138403676;9.5;0.8;0.067;0.26666666666666666;0.23204104118932858;13.1;0.75;0.085;0.21739130434782608;0.19354119239526485;12.0
ПиОА АТ-35, ПиОА К-35, ПиОА Л-03, ПиОА П-35;03.03.02 Физика;1;14.0;1;0.3;0.015;0.2;0.32015621187164245;10.2;0.2;0.023;0.06666666666666667;0.16786255584786128;0.0;0.62;0.0;0.0;0.11454685383488358;0.0
ПиОА АТ-05, ПиОА К-05, ПиОА Л-05, ПиОА П-05 Интеграция;04.03.01 Химия;1;1.5;1;0.8;0.015;0.1;0.45000000000000007;0.0;0.2;0.0;0.0;0.10300307215331592;0.0;0.0;0.0;0.0;0.06911117016150586;0.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;01.03.01 Математика;1;1.0;1;0.7;0.0;0.0;0.0;1.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.03.01 Информационная безопасность;1;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-23, ПиОА К-23, ПиОА Л-03, ПиОА П-23 СП;09.03.03 Прикладная информатика;1;76.4;1;0.8;0.14;0.7;0.9165151389911679;9.7;1.0;0.005;0.06666666666666667;0.2681599036342753;13.0;0.62;0.06;0.043478260869565216;0.319437453353799;13.2
ПиОА АТ-35, ПиОА К-35, ПиОА Л-03, ПиОА П-35;04.03.01 Химия;0;15.4;1;0.4;0.011000000000000001;0.2;0.2211334438749598;2.5;0.8;0.043;0.2;0.1847503846121795;7.5;0.25;0.0;0.0;0.128430299895468;0.0
ПиОА АТ-09, ПиОА К-09, ПиОА Л-01, ПиОА П-09;38.03.02 Менеджмент;1;43.97;1;0.3;0.03;0.2;0.6403124237432849;10.0;0.4;0.02;0.06666666666666667;0.19248249691874345;16.0;1.0;0.0;0.0;0.13251997364825605;4.83
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.03.01 Информационная безопасность;1;61.0;1;0.9;0.107;0.8;0.6679071791798618;11.0;0.2;0.025;0.13333333333333333;0.20776440786334485;11.5;0.62;0.0;0.0;0.16711865111598168;14.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;09.03.02 Информационные системы и технологии;1;61.0;1;1.0;0.12;0.8;0.6971370023173351;10.0;0.6;0.059000000000000004;0.26666666666666666;0.20040376891705486;9.5;0.88;0.09399999999999999;0.21739130434782608;0.18065838755553257;2.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.05.03 Информационная безопасность автоматизированных систем;1;61.0;1;0.3;0.11100000000000002;0.7;0.8312039460926541;10.5;0.4;0.055999999999999994;0.2;0.23784708555379255;10.5;0.75;0.039;0.13043478260869565;0.19981123239629675;10.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.05.01 Компьютерная безопасность;1;61.0;1;0.5;0.09300000000000001;0.7;0.6928924880528003;9.0;0.0;0.052000000000000005;0.2;0.20787785620091048;8.5;0.62;0.096;0.21739130434782608;0.187715069687228;4.0
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;1;25.5;1;1.0;0.04;0.4;0.6244997998398398;0.2;0.8;0.03;0.06666666666666667;0.23822912401113658;10.0;1.0;0.01;0.043478260869565216;0.16799972934800173;7.3
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.05.01 Компьютерная безопасность;1;96.0;0;1.0;0.146;0.8;0.7901898506055364;17.0;1.0;0.055999999999999994;0.2;0.23485446214630518;17.5;1.0;0.128;0.2608695652173913;0.2054118311008931;18.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.03.01 Информационная безопасность;1;76.0;0;0.9;0.14200000000000002;0.8;0.766550715869472;13.0;0.8;0.054000000000000006;0.2;0.22733389666431916;13.0;0.75;0.096;0.21739130434782608;0.1961067317572824;12.5
ПиОА АТ-05, ПиОА К-05, ПиОА Л-05, ПиОА П-05 Интеграция;44.03.05 Педагогическое образование (с двумя профилями подготовки);1;13.84;1;0.9;0.06;0.4;0.7681145747868608;1.5;0.8;0.0;0.0;0.18939552139127194;6.17;0.88;0.0;0.0;0.13270188172791428;0.17
ПиОА АТ-16, ПиОА К-16, ПиОА Л-03, ПиОА П-16;10.05.01 Компьютерная безопасность;1;41.0;1;0.4;0.125;0.8;0.7619055059520177;0.0;0.6;0.02;0.06666666666666667;0.24013019933052007;4.0;0.5;0.059000000000000004;0.13043478260869565;0.20505451109668724;12.0
ПиОА АТ-26, ПиОА К-26, ПиОА Л-03, ПиОА П-26 СП;09.03.03 Прикладная информатика;1;76.45;0;0.9;0.07;0.4;0.9;7.78;0.6;0.07;0.13333333333333333;0.3823312229314948;10.0;0.5;0.1367;0.17391304347826086;0.49007743684344834;19.0
ПиОА АТ-18, ПиОА К-18, ПиОА Л-03, ПиОА П-18;09.03.02 Информационные системы и технологии;1;66.1;0;0.9;0.133;0.8;0.7937883848986453;10.1;0.8;0.059000000000000004;0.2;0.23599898384787885;16.7;0.88;0.078;0.17391304347826086;0.20612461285946101;7.3
ПиОА АТ-15, ПиОА К-15, ПиОА Л-05, ПиОА П-15 ШЕН;05.03.06 Экология и природопользование;1;61.64;1;0.6;0.11220000000000001;0.8;0.6982521034697998;3.21;0.6;0.1;0.26666666666666666;0.2793424410893111;13.92;0.88;0.063;0.21739130434782608;0.22349092691168373;12.99
ПиОА АТ-18, ПиОА К-18, ПиОА Л-03, ПиОА П-18;10.03.01 Информационная безопасность;1;66.2;0;0.8;0.14500000000000002;0.8;0.7526619427073487;18.9;0.6;0.018000000000000002;0.06666666666666667;0.2484441312630335;19.0;0.62;0.08;0.17391304347826086;0.2120274069651008;0.0
ПиОА АТ-35, ПиОА К-35, ПиОА Л-03, ПиОА П-35;16.03.01 Техническая физика;0;68.4;0;0.6;0.103;0.7;0.759012516365837;12.7;0.8;0.061;0.26666666666666666;0.21523327362369563;14.4;0.75;0.1;0.21739130434782608;0.19307697439040206;11.4
ПиОА АТ-18, ПиОА К-18, ПиОА Л-03, ПиОА П-18;09.03.02 Информационные системы и технологии;1;61.3;1;0.8;0.14900000000000002;0.8;0.7595393340703297;0.0;0.4;0.057;0.2;0.23064336628567142;14.4;0.62;0.1;0.21739130434782608;0.20047173532179252;8.8
ПиОА АТ-17, ПиОА К-17, ПиОА Л-03, ПиОА П-17;02.03.03 Математическое обеспечение и администрирование информационных систем;1;76.0;0;0.8;0.134;0.8;0.7683749084919419;12.4;1.0;0.059000000000000004;0.2;0.2318232099545416;16.0;0.62;0.078;0.21739130434782608;0.19297199641683838;12.5
ПиОА АТ-17, ПиОА К-17, ПиОА Л-03, ПиОА П-17;09.03.02 Информационные системы и технологии;1;96.0;0;0.9;0.149;0.8;0.8005623023850174;18.8;0.8;0.06;0.2;0.2409283717132461;19.5;0.88;0.098;0.21739130434782608;0.20465413781929462;19.0
ПиОА АТ-35, ПиОА К-35, ПиОА Л-03, ПиОА П-35;04.03.01 Химия;0;22.0;1;0.4;0.015;0.1;0.45000000000000007;8.8;0.6;0.0;0.0;0.10300307215331592;11.7;0.0;0.0;0.0;0.06911117016150586;0.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-03, ПиОА П-17;09.03.02 Информационные системы и технологии;1;61.55;1;0.9;0.1365;0.8;0.7771904528492356;13.4;0.8;0.026000000000000002;0.2;0.22620881449106342;13.9;0.88;0.05;0.21739130434782608;0.1768923604313201;7.5
ПиОА АТ-17, ПиОА К-17, ПиОА Л-03, ПиОА П-17;01.03.03 Механика и математическое моделирование;1;27.05;1;1.0;0.0475;0.3;0.7619875327064085;2.7;1.0;0.055999999999999994;0.2;0.24084098193340353;4.0;0.88;0.06;0.17391304347826086;0.19423668110016773;4.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-03, ПиОА П-17;09.03.02 Информационные системы и технологии;1;4.7;1;1.0;0.01;0.1;0.30000000000000004;3.7;0.4;0.0;0.0;0.06866871476887733;0.0;0.0;0.0;0.0;0.04607411344100392;0.0
